"rental_id","rental_date","payment_id","amount"
8101,2005-07-28 18:47:23.000,29061,0.99
16035,2005-08-23 22:08:04.000,23051,0.99
12700,2005-08-18 20:24:46.000,20750,0.99
13733,2005-08-20 10:25:12.000,23506,0.99
6919,2005-07-12 22:32:17.000,28255,0.99
15080,2005-08-22 11:11:51.000,23931,0.99
11971,2005-08-17 17:53:42.000,23906,0.99
4544,2005-07-08 04:11:04.000,26121,0.99
2366,2005-06-18 13:46:39.000,19122,0.99
10610,2005-08-01 14:49:41.000,20733,0.99
2572,2005-06-19 04:21:26.000,19115,0.99
15349,2005-08-22 21:13:51.000,22528,0.99
10603,2005-08-01 14:30:35.000,20720,0.99
4034,2005-07-07 02:36:33.000,26148,0.99
14369,2005-08-21 09:33:44.000,20706,0.99
10333,2005-08-01 04:58:32.000,21711,0.99
1230,2005-06-15 04:04:09.000,17901,0.99
6200,2005-07-11 12:16:42.000,30545,0.99
2649,2005-06-19 10:20:09.000,19094,0.99
6997,2005-07-27 01:14:02.000,26019,0.99
11551,2005-08-17 01:03:49.000,24290,0.99
2710,2005-06-19 14:03:56.000,17898,0.99
2320,2005-06-18 09:24:50.000,18293,0.99
13292,2005-08-19 18:35:32.000,24323,0.99
14979,2005-08-22 07:16:36.000,20655,0.99
10564,2005-08-01 13:07:34.000,20645,0.99
2171,2005-06-18 00:06:04.000,19069,0.99
2800,2005-06-19 19:15:56.000,19067,0.99
6001,2005-07-11 01:24:44.000,29506,0.99
10557,2005-08-01 12:59:24.000,20625,0.99
2614,2005-06-19 07:28:11.000,19061,0.99
6906,2005-07-12 22:03:02.000,25945,0.99
14803,2005-08-22 00:49:10.000,19653,0.99
12229,2005-08-18 03:08:23.000,20603,0.99
13614,2005-08-20 06:28:37.000,20597,0.99
7494,2005-07-27 19:56:31.000,29662,0.99
12317,2005-08-18 06:17:06.000,21820,0.99
2373,2005-06-18 14:37:57.000,18273,0.99
4734,2005-07-08 13:12:12.000,28298,0.99
9041,2005-07-30 06:32:36.000,27284,0.99
14470,2005-08-21 13:09:41.000,20571,0.99
11821,2005-08-17 12:27:55.000,22867,0.99
12885,2005-08-19 03:37:25.000,24463,0.99
6656,2005-07-12 11:09:47.000,25875,0.99
15995,2005-08-23 20:29:56.000,20556,0.99
9554,2005-07-31 02:06:49.000,27687,0.99
12578,2005-08-18 15:47:11.000,21861,0.99
5663,2005-07-10 08:01:33.000,28132,0.99
13490,2005-08-20 01:29:29.000,22854,0.99
1964,2005-06-17 09:10:09.000,18713,0.99
2068,2005-06-17 16:11:46.000,17692,0.99
12716,2006-02-14 15:16:03.000,31999,0.99
10421,2005-08-01 08:14:10.000,25105,0.99
15968,2005-08-23 19:51:29.000,25059,0.99
3244,2005-06-21 03:01:10.000,18717,0.99
10728,2005-08-01 19:15:09.000,19929,0.99
10869,2005-08-02 00:26:54.000,22355,0.99
13701,2005-08-20 09:27:05.000,22319,0.99
2822,2005-06-19 20:29:24.000,18697,0.99
4182,2005-07-07 10:28:00.000,31791,0.99
13830,2005-08-20 13:57:59.000,23273,0.99
15774,2005-08-23 13:25:08.000,25026,0.99
11829,2005-08-17 12:52:04.000,22302,0.99
10640,2005-08-01 15:44:51.000,20529,0.99
4731,2005-07-08 13:08:18.000,31639,0.99
8158,2005-07-28 21:08:46.000,27318,0.99
1733,2005-06-16 15:37:07.000,18050,0.99
11495,2005-08-16 22:51:20.000,24963,0.99
11619,2005-08-17 04:03:26.000,20518,0.99
14469,2005-08-21 13:07:24.000,22227,0.99
2144,2005-06-17 22:05:40.000,18688,0.99
1327,2005-06-15 11:11:39.000,18255,0.99
4553,2005-07-08 04:43:41.000,28120,0.99
7106,2005-07-27 05:21:24.000,31256,0.99
12579,2005-08-18 15:47:49.000,22164,0.99
14980,2005-08-22 07:16:45.000,21902,0.99
13741,2005-08-20 10:48:47.000,24551,0.99
11320,2005-08-02 16:13:28.000,22182,0.99
1534,2005-06-16 00:49:32.000,18672,0.99
1557,2005-06-16 02:28:35.000,17877,0.99
15178,2005-08-22 15:36:04.000,22831,0.99
5251,2005-07-09 13:36:10.000,27498,0.99
10370,2005-08-01 06:18:04.000,22151,0.99
8139,2005-07-28 20:16:30.000,31008,0.99
7771,2005-07-28 06:52:12.000,30985,0.99
11999,2005-08-17 18:47:07.000,23843,0.99
2768,2005-06-19 17:46:52.000,18999,0.99
6393,2005-07-11 22:28:12.000,30849,0.99
5973,2005-07-11 00:09:17.000,30864,0.99
11037,2005-08-02 05:58:12.000,24730,0.99
5769,2005-07-10 13:17:58.000,30594,0.99
3864,2005-07-06 17:41:42.000,29742,0.99
3150,2005-06-20 20:35:28.000,18644,0.99
3653,2005-07-06 07:45:13.000,30673,0.99
8474,2005-07-29 08:36:56.000,25805,0.99
6673,2005-07-12 11:50:56.000,25788,0.99
12656,2005-08-18 18:58:35.000,19714,0.99
8071,2005-07-28 17:27:48.000,30478,0.99
4027,2005-07-07 02:19:01.000,30306,0.99
8276,2005-07-29 01:38:43.000,27395,0.99
2732,2005-06-19 15:19:39.000,17688,0.99
2971,2005-06-20 07:56:00.000,17780,0.99
3478,2005-07-05 23:05:44.000,25783,0.99
9891,2005-07-31 14:05:44.000,27371,0.99
7542,2005-07-27 21:43:04.000,30240,0.99
14132,2005-08-21 01:43:58.000,23559,0.99
12521,2005-08-18 13:43:07.000,20468,0.99
13511,2005-08-20 02:21:40.000,22909,0.99
10299,2005-08-01 04:08:04.000,20463,0.99
13515,2005-08-20 02:29:47.000,24542,0.99
3519,2005-07-06 00:57:29.000,25762,0.99
15127,2005-08-22 12:56:29.000,19727,0.99
13608,2005-08-20 06:10:44.000,24534,0.99
12451,2005-08-18 11:04:42.000,24446,0.99
11926,2005-08-17 16:25:02.000,21880,0.99
11235,2005-08-02 13:13:21.000,23862,0.99
14334,2005-08-21 08:32:32.000,22583,0.99
11982,2005-08-17 18:13:07.000,24466,0.99
12607,2005-08-18 17:03:49.000,21965,0.99
6020,2005-07-11 02:08:55.000,29774,0.99
15038,2005-08-22 09:37:27.000,22707,0.99
6846,2005-07-12 19:20:45.000,29187,0.99
4208,2005-07-07 11:34:22.000,27135,0.99
11624,2005-08-17 04:17:42.000,21978,0.99
7649,2005-07-28 01:37:26.000,25747,0.99
2597,2005-06-19 05:53:46.000,17770,0.99
13211,2005-08-19 15:23:41.000,19744,0.99
4720,2005-07-08 12:34:34.000,27259,0.99
15483,2005-08-23 02:02:53.000,24346,0.99
10621,2005-08-01 15:10:26.000,24329,0.99
7626,2005-07-28 00:49:01.000,27244,0.99
6032,2005-07-11 02:49:01.000,29288,0.99
14134,2005-08-21 01:45:54.000,21704,0.99
15810,2005-08-23 14:43:15.000,24327,0.99
11497,2005-08-16 22:52:30.000,22790,0.99
15847,2005-08-23 15:39:38.000,24259,0.99
13444,2005-08-20 00:00:24.000,23044,0.99
16023,2005-08-23 21:45:02.000,23837,0.99
3105,2005-06-20 17:11:46.000,17684,0.99
4041,2005-07-07 03:03:33.000,27183,0.99
12837,2005-08-19 01:51:09.000,21686,0.99
2233,2005-06-18 03:57:36.000,18627,0.99
10680,2005-08-01 17:28:05.000,23259,0.99
11272,2005-08-02 14:20:27.000,24203,0.99
4927,2005-07-08 22:05:35.000,30530,0.99
13484,2005-08-20 01:16:52.000,24150,0.99
8281,2005-07-29 01:46:00.000,27142,0.99
12467,2005-08-18 11:40:09.000,24661,0.99
2438,2005-06-18 18:34:21.000,18630,0.99
13230,2005-08-19 16:12:07.000,24136,0.99
3969,2005-07-06 22:47:59.000,28751,0.99
5811,2005-07-10 15:27:04.000,27137,0.99
9619,2005-07-31 04:17:02.000,30567,0.99
11741,2005-08-17 08:48:39.000,21501,0.99
3594,2005-07-06 04:42:47.000,28029,0.99
1686,2005-06-16 12:08:20.000,18222,0.99
3205,2005-06-21 00:38:47.000,18635,0.99
12795,2005-08-19 00:21:52.000,20376,0.99
9598,2005-07-31 03:30:41.000,27423,0.99
14202,2005-08-21 03:51:52.000,21503,0.99
14550,2005-08-21 15:56:39.000,21504,0.99
9362,2005-07-30 18:44:16.000,26906,0.99
6392,2005-07-11 22:25:19.000,27416,0.99
2496,2005-06-18 22:20:11.000,18217,0.99
4837,2005-07-08 18:09:12.000,30698,0.99
7827,2005-07-28 08:37:22.000,26924,0.99
15369,2005-08-22 21:58:06.000,23815,0.99
8791,2005-07-29 20:53:23.000,27440,0.99
11069,2005-08-02 07:09:34.000,22709,0.99
12582,2005-08-18 15:51:12.000,21380,0.99
1390,2005-06-15 16:06:29.000,19454,0.99
1579,2005-06-16 04:09:08.000,18645,0.99
4564,2005-07-08 05:09:38.000,27993,0.99
14099,2005-08-21 00:31:03.000,24764,0.99
8707,2005-07-29 17:21:58.000,30781,0.99
12383,2005-08-18 08:36:03.000,19795,0.99
10498,2005-08-01 10:56:48.000,20332,0.99
3045,2005-06-20 12:42:00.000,17974,0.99
11143,2005-08-02 09:32:54.000,23620,0.99
9930,2005-07-31 15:18:03.000,25598,0.99
1848,2005-06-17 00:07:07.000,18207,0.99
5003,2005-07-09 01:19:03.000,28534,0.99
1869,2005-06-17 02:08:00.000,17546,0.99
15909,2005-08-23 17:42:42.000,21280,0.99
11186,2005-08-02 11:12:08.000,20315,0.99
2423,2005-06-18 17:32:08.000,19366,0.99
15019,2005-08-22 08:52:53.000,21254,0.99
1344,2005-06-15 12:29:41.000,18413,0.99
2185,2005-06-18 01:12:22.000,19273,0.99
13110,2005-08-19 11:24:37.000,21225,0.99
2928,2005-06-20 04:43:45.000,18904,0.99
2107,2005-06-17 19:31:16.000,18903,0.99
11127,2005-08-02 09:00:59.000,20302,0.99
15519,2005-08-23 03:23:32.000,21185,0.99
14659,2005-08-21 19:42:36.000,23787,0.99
11800,2005-08-17 11:29:52.000,20295,0.99
14534,2005-08-21 15:16:29.000,23230,0.99
10452,2005-08-01 09:11:36.000,21168,0.99
8016,2005-07-28 15:35:41.000,26586,0.99
14174,2005-08-21 03:01:45.000,22974,0.99
1224,2005-06-15 03:44:25.000,17616,0.99
8493,2005-07-29 09:04:31.000,26574,0.99
1664,2005-06-16 10:15:20.000,19320,0.99
3527,2005-07-06 01:11:08.000,26553,0.99
2777,2005-06-19 18:16:26.000,19365,0.99
10624,2005-08-01 15:27:05.000,23389,0.99
12297,2005-08-18 05:19:57.000,21112,0.99
13810,2005-08-20 12:59:38.000,21251,0.99
12758,2005-08-18 22:58:34.000,22981,0.99
7776,2005-07-28 07:04:36.000,26519,0.99
2856,2005-06-19 23:13:04.000,19294,0.99
12347,2005-08-18 07:18:10.000,21291,0.99
11155,2005-08-02 09:55:28.000,23382,0.99
4349,2005-07-07 19:02:37.000,31067,0.99
15817,2005-08-23 14:59:51.000,20279,0.99
5689,2005-07-10 09:24:17.000,26475,0.99
6802,2005-07-12 17:14:17.000,25523,0.99
2681,2005-06-19 12:15:27.000,19260,0.99
6556,2005-07-12 05:10:16.000,28546,0.99
13040,2005-08-19 09:04:24.000,21027,0.99
7888,2005-07-28 10:40:24.000,26448,0.99
2632,2005-06-19 08:51:47.000,18377,0.99
4053,2005-07-07 03:39:22.000,26433,0.99
4163,2005-07-07 09:19:28.000,26418,0.99
1559,2005-06-16 02:35:03.000,18374,0.99
14179,2005-08-21 03:14:27.000,23445,0.99
6311,2005-07-11 18:18:52.000,26390,0.99
11343,2005-08-02 17:12:30.000,21414,0.99
11910,2005-08-17 15:44:37.000,20963,0.99
2661,2005-06-19 10:50:52.000,17933,0.99
9875,2005-07-31 13:37:41.000,26918,0.99
12074,2005-08-17 21:50:57.000,20946,0.99
6714,2005-07-12 13:29:06.000,26350,0.99
7797,2005-07-28 07:41:07.000,26354,0.99
15232,2005-08-22 17:37:02.000,22732,0.99
5528,2005-07-10 02:09:21.000,28345,0.99
12651,2005-08-18 18:36:16.000,23016,0.99
7197,2005-07-27 08:49:32.000,28636,0.99
3028,2005-06-20 11:50:52.000,19500,0.99
2917,2005-06-20 04:08:35.000,17925,0.99
4613,2005-07-08 07:44:49.000,28686,0.99
2709,2005-06-19 14:00:26.000,18524,0.99
10678,2005-08-01 17:26:24.000,23221,0.99
1922,2005-06-17 06:04:25.000,17515,0.99
3463,2005-06-21 22:00:00.000,18880,0.99
9199,2005-07-30 12:38:00.000,28678,0.99
9782,2005-07-31 10:14:26.000,27107,0.99
1888,2005-06-17 03:58:36.000,17757,0.99
1810,2005-06-16 21:06:00.000,18522,0.99
2348,2005-06-18 12:15:43.000,17911,0.99
7241,2005-07-27 10:25:49.000,26160,0.99
3192,2005-06-20 23:49:12.000,18539,0.99
2706,2005-06-19 13:56:51.000,18317,0.99
5240,2005-07-09 13:14:48.000,26115,0.99
11045,2005-08-02 06:07:54.000,20788,0.99
1676,2005-06-16 11:06:09.000,19149,0.99
11558,2005-08-17 01:19:52.000,20799,0.99
13407,2005-08-19 22:26:26.000,23914,0.99
15927,2005-08-23 18:23:11.000,20787,0.99
2548,2005-06-19 02:45:35.000,18327,0.99
14429,2005-08-21 11:29:43.000,23321,0.99
4395,2005-07-07 21:13:22.000,28281,0.99
12133,2005-08-17 23:47:16.000,23923,0.99
12341,2005-08-18 07:09:27.000,24167,0.99
6017,2005-07-11 02:05:32.000,28875,0.99
7710,2005-07-28 04:24:07.000,29849,0.99
12461,2005-08-18 11:28:14.000,22948,0.99
8921,2005-07-30 02:04:02.000,26164,0.99
2974,2005-06-20 08:00:24.000,18020,0.99
8089,2005-07-28 18:26:47.000,29558,0.99
5007,2005-07-09 01:26:22.000,28970,0.99
8116,2005-07-28 19:20:07.000,29002,0.99
9006,2005-07-30 05:06:32.000,29547,0.99
6168,2005-07-11 10:21:38.000,29846,0.99
6346,2005-07-11 20:08:34.000,27186,0.99
10119,2005-07-31 21:20:59.000,26132,0.99
12216,2005-08-18 02:37:07.000,23908,0.99
3180,2005-06-20 22:48:44.000,19125,0.99
3040,2005-06-20 12:34:13.000,19124,0.99
2697,2005-06-19 13:29:08.000,17907,0.99
10534,2005-08-01 12:15:11.000,20743,0.99
8864,2005-07-29 23:52:12.000,30895,0.99
4247,2005-07-07 13:51:54.000,28238,0.99
7279,2005-07-27 11:50:47.000,29123,0.99
14720,2005-08-21 21:43:53.000,20729,0.99
10130,2005-07-31 21:44:30.000,30058,0.99
13047,2005-08-19 09:24:49.000,20725,0.99
10218,2005-08-01 01:09:44.000,30132,0.99
10718,2005-08-01 18:55:38.000,20721,0.99
2340,2005-06-18 11:30:56.000,19109,0.99
2782,2005-06-19 18:25:07.000,19108,0.99
2221,2005-06-18 03:24:56.000,19106,0.99
9603,2005-07-31 03:43:43.000,28264,0.99
4699,2005-07-08 11:36:56.000,26088,0.99
14316,2005-08-21 07:59:47.000,23301,0.99
11459,2005-08-02 21:25:25.000,20698,0.99
15120,2005-08-22 12:42:47.000,22787,0.99
