"rental_id","rental_date","payment_id","amount"
13634,2005-08-20 07:16:45.000,20885,0.99
12539,2005-08-18 14:10:09.000,23954,0.99
2619,2005-06-19 08:03:12.000,17542,0.99
14005,2005-08-20 20:19:05.000,23949,0.99
3585,2005-07-06 04:22:36.000,31906,0.99
15936,2005-08-23 18:43:11.000,20890,0.99
8665,2005-07-29 15:39:29.000,31904,0.99
13035,2005-08-19 08:46:45.000,23948,0.99
10471,2005-08-01 09:52:37.000,23942,0.99
15080,2005-08-22 11:11:51.000,23931,0.99
10665,2005-08-01 16:56:17.000,23925,0.99
12133,2005-08-17 23:47:16.000,23923,0.99
11812,2005-08-17 12:00:54.000,23922,0.99
13295,2006-02-14 15:16:03.000,32090,0.99
9619,2005-07-31 04:17:02.000,30567,0.99
11468,2005-08-02 21:47:26.000,20901,0.99
11532,2005-08-17 00:34:14.000,20902,0.99
11140,2005-08-02 09:27:45.000,23921,0.99
6892,2005-07-12 21:10:04.000,30560,0.99
13407,2005-08-19 22:26:26.000,23914,0.99
12263,2005-08-18 04:16:18.000,23909,0.99
5378,2005-07-09 19:05:56.000,30556,0.99
11706,2005-08-17 07:23:46.000,20910,0.99
12216,2005-08-18 02:37:07.000,23908,0.99
13042,2005-08-19 09:06:08.000,20912,0.99
3206,2005-06-21 00:39:39.000,17544,0.99
11971,2005-08-17 17:53:42.000,23906,0.99
13404,2005-08-19 22:18:42.000,20915,0.99
6200,2005-07-11 12:16:42.000,30545,0.99
14111,2005-08-21 00:59:01.000,23901,0.99
15481,2005-08-23 01:59:14.000,20919,0.99
1327,2005-06-15 11:11:39.000,18255,0.99
14353,2005-08-21 09:07:50.000,23894,0.99
9319,2005-07-30 17:15:27.000,30534,0.99
13961,2005-08-20 18:16:34.000,23893,0.99
10468,2005-08-01 09:48:29.000,23884,0.99
14157,2005-08-21 02:43:15.000,23879,0.99
15959,2005-08-23 19:27:04.000,20928,0.99
13509,2005-08-20 02:14:16.000,23877,0.99
13027,2005-08-19 08:25:16.000,23875,0.99
12910,2005-08-19 04:23:13.000,23874,0.99
11235,2005-08-02 13:13:21.000,23862,0.99
13177,2005-08-19 13:56:58.000,23855,0.99
11801,2005-08-17 11:30:11.000,23852,0.99
11999,2005-08-17 18:47:07.000,23843,0.99
16023,2005-08-23 21:45:02.000,23837,0.99
14737,2005-08-21 22:27:11.000,23835,0.99
4927,2005-07-08 22:05:35.000,30530,0.99
15761,2005-08-23 12:55:51.000,20941,0.99
10478,2005-08-01 10:09:06.000,20942,0.99
11303,2005-08-02 15:39:18.000,20945,0.99
12074,2005-08-17 21:50:57.000,20946,0.99
15369,2005-08-22 21:58:06.000,23815,0.99
12892,2005-08-19 03:46:34.000,23809,0.99
16017,2005-08-23 21:27:11.000,22066,0.99
14663,2005-08-21 19:47:55.000,24132,0.99
14165,2005-08-21 02:59:17.000,24129,0.99
12890,2005-08-19 03:42:08.000,24124,0.99
1652,2005-06-16 09:31:37.000,18231,0.99
10967,2005-08-02 04:02:16.000,24111,0.99
14713,2005-08-21 21:27:24.000,24103,0.99
1859,2005-06-17 01:13:38.000,18232,0.99
14055,2005-08-20 22:18:00.000,24099,0.99
12038,2005-08-17 20:28:26.000,24095,0.99
11677,2005-08-17 06:06:26.000,20841,0.99
12566,2005-08-18 15:13:04.000,20842,0.99
6070,2005-07-11 04:47:42.000,31913,0.99
13800,2005-08-20 12:40:48.000,20844,0.99
14641,2005-08-21 19:05:23.000,24085,0.99
14156,2005-08-21 02:35:16.000,24084,0.99
15320,2005-08-22 20:17:49.000,20847,0.99
9404,2005-07-30 20:21:35.000,30589,0.99
2956,2005-06-20 06:47:23.000,18235,0.99
11370,2005-08-02 18:06:01.000,24066,0.99
6571,2005-07-12 05:51:47.000,30585,0.99
12900,2005-08-19 04:03:49.000,20853,0.99
13272,2005-08-19 17:49:13.000,24061,0.99
10302,2005-08-01 04:12:08.000,24038,0.99
12988,2006-02-14 15:16:03.000,32092,0.99
5191,2005-07-09 10:26:48.000,30886,0.99
9381,2005-07-30 19:23:04.000,25867,0.99
15194,2005-08-22 16:07:34.000,20116,0.99
9219,2005-07-30 13:15:21.000,25866,0.99
8941,2005-07-30 02:59:21.000,25864,0.99
12661,2005-08-18 19:10:10.000,20120,0.99
5131,2005-07-09 07:35:03.000,30884,0.99
4493,2005-07-08 01:40:24.000,30883,0.99
4521,2005-07-08 02:57:56.000,25846,0.99
10108,2005-07-31 21:02:14.000,25843,0.99
6237,2005-07-11 14:19:12.000,30877,0.99
9855,2005-07-31 13:00:33.000,25842,0.99
3886,2005-07-06 18:44:24.000,25833,0.99
8539,2005-07-29 10:48:24.000,25830,0.99
4658,2005-07-08 09:51:11.000,30872,0.99
14645,2005-08-21 19:12:47.000,20134,0.99
6622,2005-07-12 09:04:11.000,25827,0.99
15548,2005-08-23 04:26:20.000,20136,0.99
5778,2005-07-10 13:41:37.000,25814,0.99
4197,2005-07-07 11:07:52.000,25811,0.99
8790,2005-07-29 20:51:41.000,25806,0.99
13267,2005-08-19 17:31:36.000,20140,0.99
8608,2005-07-29 13:18:52.000,30866,0.99
8474,2005-07-29 08:36:56.000,25805,0.99
15101,2005-08-22 11:56:02.000,20144,0.99
12794,2005-08-19 00:20:37.000,20147,0.99
13066,2005-08-19 09:50:39.000,20149,0.99
5973,2005-07-11 00:09:17.000,30864,0.99
4304,2005-07-07 17:01:19.000,30859,0.99
10664,2005-08-01 16:51:15.000,20154,0.99
10765,2005-08-01 20:34:51.000,20155,0.99
6702,2005-07-12 12:48:03.000,30852,0.99
6673,2005-07-12 11:50:56.000,25788,0.99
3478,2005-07-05 23:05:44.000,25783,0.99
9981,2005-07-31 17:08:31.000,25782,0.99
9509,2005-07-31 00:22:42.000,25772,0.99
8238,2005-07-29 00:30:06.000,25770,0.99
3519,2005-07-06 00:57:29.000,25762,0.99
9044,2005-07-30 06:35:21.000,25761,0.99
6393,2005-07-11 22:28:12.000,30849,0.99
10897,2005-08-02 01:23:42.000,20166,0.99
7853,2005-07-28 09:36:38.000,25748,0.99
7649,2005-07-28 01:37:26.000,25747,0.99
5548,2005-07-10 02:56:45.000,25735,0.99
8040,2005-07-28 16:39:43.000,30844,0.99
4700,2005-07-08 11:37:21.000,25734,0.99
2579,2005-06-19 04:40:44.000,18091,0.99
15105,2005-08-22 12:01:33.000,20173,0.99
4138,2005-07-07 08:17:13.000,25732,0.99
8105,2005-07-28 18:59:46.000,25707,0.99
5856,2005-07-10 17:57:32.000,25699,0.99
4386,2005-07-07 20:55:19.000,25697,0.99
12631,2005-08-18 17:52:51.000,20180,0.99
3808,2005-07-06 15:15:35.000,25696,0.99
3517,2005-07-06 00:52:35.000,25694,0.99
13985,2005-08-20 19:13:06.000,20183,0.99
7294,2005-07-27 12:38:14.000,25690,0.99
5836,2005-07-10 16:49:02.000,25663,0.99
4072,2005-07-07 04:48:02.000,25661,0.99
10809,2005-08-01 22:39:27.000,20189,0.99
10995,2005-08-02 04:48:00.000,20190,0.99
9949,2005-07-31 15:50:10.000,25659,0.99
14760,2006-02-14 15:16:03.000,31943,0.99
8869,2005-07-30 00:06:32.000,25641,0.99
14718,2005-08-21 21:39:25.000,20196,0.99
6109,2005-07-11 07:20:57.000,30840,0.99
7929,2005-07-28 12:16:40.000,25635,0.99
10605,2005-08-01 14:36:26.000,20200,0.99
6256,2005-07-11 15:19:22.000,25631,0.99
1208,2005-06-15 02:30:03.000,17637,0.99
13059,2005-08-19 09:42:01.000,20203,0.99
9774,2005-07-31 09:57:51.000,25623,0.99
8702,2005-07-29 17:04:37.000,25620,0.99
8620,2005-07-29 13:51:20.000,25619,0.99
15030,2005-08-22 09:10:21.000,20207,0.99
6619,2005-07-12 08:50:48.000,25607,0.99
11446,2005-08-02 20:33:37.000,20211,0.99
11568,2005-08-17 01:30:01.000,20212,0.99
5041,2005-07-09 03:18:51.000,25602,0.99
9930,2005-07-31 15:18:03.000,25598,0.99
9775,2005-07-31 10:00:00.000,30834,0.99
6107,2005-07-11 07:07:09.000,25594,0.99
5795,2005-07-10 14:36:29.000,25593,0.99
8764,2005-07-29 19:39:04.000,25586,0.99
2779,2005-06-19 18:19:07.000,17638,0.99
8409,2005-07-29 06:41:22.000,25584,0.99
9421,2005-07-30 21:08:32.000,30828,0.99
14299,2005-08-21 07:18:57.000,20222,0.99
8646,2005-07-29 14:48:48.000,25572,0.99
7183,2005-07-27 08:18:38.000,25569,0.99
5709,2005-07-10 10:31:52.000,25566,0.99
10822,2005-08-01 22:54:28.000,20226,0.99
11212,2005-08-02 12:18:29.000,20227,0.99
4187,2005-07-07 10:41:31.000,30820,0.99
5498,2005-07-10 00:27:21.000,25564,0.99
9791,2005-07-31 10:35:22.000,25552,0.99
13866,2005-08-20 15:05:29.000,20231,0.99
9078,2005-07-30 08:01:00.000,25550,0.99
4030,2005-07-07 02:25:42.000,25540,0.99
3775,2005-07-06 13:27:33.000,25539,0.99
10201,2005-08-01 00:42:18.000,25538,0.99
6732,2005-07-12 13:58:51.000,25532,0.99
14621,2005-08-21 18:17:59.000,20237,0.99
14624,2005-08-21 18:32:42.000,20238,0.99
3497,2005-07-06 00:00:03.000,25527,0.99
7802,2005-07-28 07:51:57.000,25524,0.99
6802,2005-07-12 17:14:17.000,25523,0.99
3479,2005-07-05 23:08:53.000,25517,0.99
10153,2005-07-31 22:30:10.000,25516,0.99
7933,2005-07-28 12:27:27.000,25513,0.99
10521,2005-08-01 11:46:17.000,20248,0.99
7867,2005-07-28 10:08:54.000,25512,0.99
3582,2005-07-06 04:10:35.000,25504,0.99
9681,2005-07-31 06:42:09.000,30816,0.99
8171,2005-07-28 21:32:57.000,25501,0.99
3098,2005-06-20 16:37:01.000,18107,0.99
15535,2005-08-23 03:58:02.000,20254,0.99
5090,2005-07-09 05:48:22.000,25495,0.99
10222,2005-08-01 01:17:42.000,25491,0.99
15827,2005-08-23 15:15:19.000,20257,0.99
8087,2005-07-28 18:21:16.000,25483,0.99
3360,2005-06-21 12:12:41.000,18108,0.99
3086,2005-06-20 15:42:40.000,17641,0.99
7500,2005-07-27 20:16:03.000,30814,0.99
10186,2005-08-01 00:12:36.000,25471,0.99
4842,2005-07-08 18:21:30.000,30810,0.99
9607,2005-07-31 03:51:06.000,25470,0.99
9132,2005-07-30 09:56:00.000,30807,0.99
4343,2005-07-07 18:48:54.000,25452,0.99
8470,2005-07-29 08:28:50.000,30805,0.99
5257,2005-07-09 13:56:43.000,25438,0.99
13684,2005-08-20 08:55:53.000,20275,0.99
3557,2005-07-06 02:48:39.000,25435,0.99
8690,2005-07-29 16:39:28.000,25430,0.99
15817,2005-08-23 14:59:51.000,20279,0.99
7564,2005-07-27 22:31:17.000,25429,0.99
9413,2005-07-30 20:44:39.000,25420,0.99
4416,2005-07-07 22:04:36.000,25410,0.99
4073,2005-07-07 04:49:13.000,25409,0.99
7325,2005-07-27 13:46:55.000,25406,0.99
5724,2005-07-10 11:18:12.000,25401,0.99
4622,2005-07-08 08:02:42.000,25397,0.99
9732,2005-07-31 08:56:08.000,25395,0.99
7744,2005-07-28 05:38:20.000,25392,0.99
4758,2005-07-08 14:38:02.000,25389,0.99
11504,2005-08-16 23:16:46.000,20292,0.99
5761,2005-07-10 12:45:36.000,25379,0.99
11800,2005-08-17 11:29:52.000,20295,0.99
5656,2005-07-10 07:31:07.000,30802,0.99
13086,2005-08-19 10:32:28.000,20298,0.99
15807,2005-08-23 14:35:10.000,20300,0.99
2499,2005-06-18 23:01:36.000,17536,0.99
11127,2005-08-02 09:00:59.000,20302,0.99
8399,2005-07-29 06:20:18.000,25372,0.99
7368,2005-07-27 15:06:05.000,25369,0.99
8466,2005-07-29 08:24:47.000,25358,0.99
6644,2005-07-12 10:39:39.000,25353,0.99
6010,2005-07-11 01:52:28.000,25349,0.99
11986,2005-08-17 18:21:58.000,20310,0.99
9790,2005-07-31 10:34:08.000,25345,0.99
7732,2005-07-28 05:03:32.000,30793,0.99
3572,2005-07-06 03:33:23.000,25334,0.99
14852,2005-08-22 02:25:53.000,20314,0.99
11186,2005-08-02 11:12:08.000,20315,0.99
7816,2005-07-28 08:14:12.000,25329,0.99
7504,2005-07-27 20:24:31.000,25328,0.99
6313,2005-07-11 18:29:52.000,25326,0.99
13604,2005-08-20 06:03:33.000,20319,0.99
15650,2005-08-23 08:29:53.000,20322,0.99
2420,2005-06-18 17:22:28.000,18121,0.99
6075,2005-07-11 05:03:03.000,25324,0.99
3672,2005-07-06 09:01:56.000,25320,0.99
2911,2005-06-20 03:32:37.000,18122,0.99
14245,2005-08-21 05:30:54.000,20329,0.99
8743,2005-07-29 18:57:01.000,25314,0.99
15956,2005-08-23 19:19:21.000,20331,0.99
10498,2005-08-01 10:56:48.000,20332,0.99
11471,2005-08-02 21:49:03.000,20333,0.99
8707,2005-07-29 17:21:58.000,30781,0.99
5113,2005-07-09 07:06:18.000,25306,0.99
8131,2005-07-28 19:55:21.000,25300,0.99
6825,2005-07-12 18:28:12.000,25297,0.99
11847,2006-02-14 15:16:03.000,31938,0.99
4607,2005-07-08 07:15:14.000,25294,0.99
3430,2005-06-21 18:46:08.000,18125,0.99
12913,2005-08-19 04:25:39.000,20343,0.99
9103,2005-07-30 08:49:26.000,25293,0.99
8912,2005-07-30 01:31:25.000,25292,0.99
8365,2005-07-29 05:11:00.000,25288,0.99
8319,2005-07-29 03:44:52.000,25287,0.99
7901,2005-07-28 11:12:12.000,25286,0.99
8347,2005-07-29 04:49:25.000,30779,0.99
8337,2005-07-29 04:31:55.000,30778,0.99
6851,2005-07-12 19:32:14.000,25284,0.99
10764,2005-08-01 20:32:42.000,20353,0.99
8163,2005-07-28 21:11:48.000,30777,0.99
14926,2005-08-22 05:18:44.000,20355,0.99
4919,2005-07-08 21:41:54.000,30772,0.99
6176,2005-07-11 10:48:21.000,25278,0.99
7834,2005-07-28 08:46:43.000,25270,0.99
7239,2005-07-27 10:20:27.000,25269,0.99
9901,2005-07-31 14:20:59.000,25264,0.99
3739,2005-07-06 11:54:18.000,30769,0.99
5861,2005-07-10 18:14:22.000,25257,0.99
9696,2005-07-31 07:13:46.000,30768,0.99
9070,2005-07-30 07:40:39.000,25248,0.99
13022,2006-02-14 15:16:03.000,31937,0.99
4715,2005-07-08 12:15:37.000,25243,0.99
1565,2005-06-16 03:13:09.000,18134,0.99
6856,2005-07-12 19:50:16.000,25237,0.99
4634,2005-07-08 08:40:02.000,25234,0.99
4396,2005-07-07 21:14:19.000,25233,0.99
8259,2005-07-29 01:05:16.000,25227,0.99
12795,2005-08-19 00:21:52.000,20376,0.99
9729,2005-07-31 08:43:43.000,25222,0.99
9391,2005-07-30 19:48:41.000,25220,0.99
8592,2005-07-29 12:33:58.000,25199,0.99
5908,2005-07-10 20:44:14.000,30763,0.99
10414,2005-08-01 08:03:55.000,20382,0.99
10975,2005-08-02 04:11:25.000,20383,0.99
10098,2005-07-31 20:41:17.000,30759,0.99
5533,2005-07-10 02:19:28.000,25188,0.99
4804,2005-07-08 16:57:30.000,25178,0.99
13135,2005-08-19 12:22:52.000,20390,0.99
14031,2005-08-20 21:24:24.000,20391,0.99
14422,2005-08-21 11:21:46.000,20392,0.99
14877,2005-08-22 03:39:56.000,25159,0.99
12378,2005-08-18 08:26:13.000,25152,0.99
6048,2005-07-11 03:32:23.000,30743,0.99
11726,2005-08-17 08:11:10.000,25150,0.99
11626,2005-08-17 04:25:42.000,25149,0.99
11533,2005-08-17 00:34:53.000,25130,0.99
5101,2005-07-09 06:21:29.000,30741,0.99
11822,2005-08-17 12:32:39.000,25120,0.99
15456,2005-08-23 01:07:01.000,25113,0.99
10770,2005-08-01 20:45:39.000,25106,0.99
10421,2005-08-01 08:14:10.000,25105,0.99
11541,2006-02-14 15:16:03.000,31936,0.99
13978,2005-08-20 19:03:25.000,25091,0.99
12852,2005-08-19 02:12:40.000,25087,0.99
10393,2005-08-01 06:52:50.000,25064,0.99
15968,2005-08-23 19:51:29.000,25059,0.99
15025,2005-08-22 08:57:24.000,25057,0.99
13936,2005-08-20 17:22:35.000,20420,0.99
14115,2005-08-21 01:10:29.000,25056,0.99
15242,2005-08-22 17:48:10.000,20422,0.99
3912,2005-07-06 20:10:03.000,30737,0.99
9936,2005-07-31 15:27:41.000,30734,0.99
13218,2005-08-19 15:39:39.000,25053,0.99
1757,2005-06-16 17:32:24.000,18144,0.99
11394,2005-08-02 18:44:45.000,25047,0.99
13651,2005-08-20 07:50:08.000,25038,0.99
1925,2005-06-17 06:16:47.000,18145,0.99
13457,2005-08-20 00:33:22.000,25037,0.99
5771,2005-07-10 13:26:45.000,30731,0.99
13683,2005-08-20 08:54:55.000,25031,0.99
13563,2005-08-20 04:33:31.000,20434,0.99
2806,2005-06-19 19:30:48.000,18147,0.99
13268,2005-08-19 17:33:50.000,25030,0.99
15774,2005-08-23 13:25:08.000,25026,0.99
2817,2005-06-19 20:05:22.000,18148,0.99
5676,2005-07-10 08:38:32.000,30730,0.99
12874,2005-08-19 03:07:57.000,25021,0.99
3949,2005-07-06 21:46:36.000,30727,0.99
12206,2005-08-18 02:22:20.000,25019,0.99
12148,2005-08-18 00:13:15.000,25018,0.99
12362,2005-08-18 07:48:05.000,20444,0.99
11190,2005-08-02 11:21:34.000,25016,0.99
12572,2005-08-18 15:32:54.000,25007,0.99
11764,2005-08-17 09:51:54.000,25000,0.99
10314,2005-08-01 04:31:18.000,24998,0.99
14292,2005-08-21 07:06:20.000,24995,0.99
11733,2005-08-17 08:31:03.000,24989,0.99
11844,2005-08-17 13:16:04.000,20452,0.99
14219,2006-02-14 15:16:03.000,31935,0.99
12810,2005-08-19 00:44:10.000,24983,0.99
12361,2005-08-18 07:47:31.000,24982,0.99
12574,2006-02-14 15:16:03.000,31931,0.99
13378,2005-08-19 21:33:35.000,20457,0.99
14285,2005-08-21 06:50:48.000,24979,0.99
11668,2005-08-17 05:47:32.000,24977,0.99
3795,2005-07-06 14:37:41.000,30726,0.99
6273,2005-07-11 16:08:41.000,30723,0.99
10299,2005-08-01 04:08:04.000,20463,0.99
7189,2005-07-27 08:35:02.000,30714,0.99
14704,2005-08-21 21:02:22.000,24973,0.99
12521,2005-08-18 13:43:07.000,20468,0.99
13918,2005-08-20 16:47:32.000,24972,0.99
12241,2005-08-18 03:33:17.000,24971,0.99
11925,2005-08-17 16:23:04.000,20472,0.99
11495,2005-08-16 22:51:20.000,24963,0.99
13039,2005-08-19 08:55:19.000,20474,0.99
6854,2005-07-12 19:38:57.000,30713,0.99
13286,2005-08-19 18:28:07.000,24951,0.99
11211,2005-08-02 12:16:48.000,24949,0.99
11105,2005-08-02 08:13:31.000,24948,0.99
11061,2005-08-02 06:50:18.000,24947,0.99
14657,2005-08-21 19:39:43.000,24944,0.99
15735,2006-02-14 15:16:03.000,31927,0.99
14367,2005-08-21 09:31:44.000,24943,0.99
13928,2005-08-20 17:12:28.000,24942,0.99
13774,2005-08-20 11:54:01.000,24941,0.99
14204,2006-02-14 15:16:03.000,31926,0.99
15786,2005-08-23 13:48:34.000,20488,0.99
6720,2005-07-12 13:41:16.000,30711,0.99
11157,2005-08-02 09:58:15.000,24937,0.99
14108,2005-08-21 00:52:45.000,24931,0.99
12224,2005-08-18 02:59:09.000,20493,0.99
15002,2005-08-22 08:06:00.000,24927,0.99
14515,2005-08-21 14:52:14.000,24926,0.99
13567,2005-08-20 04:49:21.000,24924,0.99
11607,2005-08-17 03:36:06.000,24919,0.99
11020,2005-08-02 05:29:48.000,24917,0.99
15041,2005-08-22 09:43:18.000,20501,0.99
4837,2005-07-08 18:09:12.000,30698,0.99
10367,2005-08-01 06:12:19.000,24914,0.99
14936,2005-08-22 05:51:26.000,24910,0.99
15641,2005-08-23 08:06:49.000,24901,0.99
11968,2005-08-17 17:47:34.000,24887,0.99
10755,2005-08-01 20:14:14.000,24883,0.99
12780,2005-08-18 23:48:16.000,20511,0.99
15455,2005-08-23 01:05:00.000,24882,0.99
2362,2005-06-18 13:31:15.000,18163,0.99
15337,2005-08-22 20:49:51.000,24874,0.99
2789,2005-06-19 18:48:21.000,18164,0.99
11619,2005-08-17 04:03:26.000,20518,0.99
15778,2006-02-14 15:16:03.000,32091,0.99
3385,2005-06-21 14:16:48.000,18166,0.99
12469,2005-08-18 11:53:07.000,24868,0.99
13469,2005-08-20 00:59:36.000,24852,0.99
13070,2005-08-19 09:56:23.000,24851,0.99
7656,2005-07-28 02:07:19.000,30682,0.99
12226,2005-08-18 03:00:48.000,24843,0.99
11073,2005-08-02 07:13:03.000,24840,0.99
10274,2005-08-01 03:16:51.000,20527,0.99
10640,2005-08-01 15:44:51.000,20529,0.99
10541,2005-08-01 12:24:54.000,24836,0.99
15821,2005-08-23 15:03:58.000,24835,0.99
14857,2005-08-22 02:42:39.000,24828,0.99
14527,2005-08-21 15:07:42.000,24827,0.99
12663,2005-08-18 19:10:52.000,20535,0.99
11861,2005-08-17 13:53:47.000,24824,0.99
14026,2005-08-20 21:21:08.000,24819,0.99
12214,2005-08-18 02:34:22.000,24815,0.99
14017,2005-08-20 20:55:32.000,24809,0.99
12542,2005-08-18 14:21:11.000,24808,0.99
13306,2005-08-19 18:57:29.000,24797,0.99
13009,2005-08-19 07:50:35.000,20544,0.99
13141,2005-08-19 12:41:41.000,20545,0.99
12304,2005-08-18 05:44:29.000,24792,0.99
15406,2005-08-22 23:21:22.000,24789,0.99
4080,2005-07-07 05:09:54.000,30674,0.99
11892,2005-08-17 15:13:21.000,24787,0.99
3653,2005-07-06 07:45:13.000,30673,0.99
14739,2005-08-21 22:33:22.000,24780,0.99
2513,2005-06-18 23:53:15.000,18171,0.99
13275,2005-08-19 17:53:38.000,20554,0.99
15088,2005-08-22 11:28:26.000,20555,0.99
15995,2005-08-23 20:29:56.000,20556,0.99
14712,2005-08-21 21:22:56.000,24779,0.99
11384,2005-08-02 18:23:01.000,24772,0.99
9772,2005-07-31 09:56:07.000,30672,0.99
7723,2005-07-28 04:45:37.000,30670,0.99
15225,2005-08-22 17:18:32.000,24768,0.99
14099,2005-08-21 00:31:03.000,24764,0.99
13334,2005-08-19 20:02:33.000,20566,0.99
11816,2005-08-17 12:14:16.000,24760,0.99
13485,2005-08-20 01:20:14.000,20568,0.99
13576,2005-08-20 05:19:56.000,24755,0.99
14470,2005-08-21 13:09:41.000,20571,0.99
14371,2005-08-21 09:37:16.000,24747,0.99
12324,2005-08-18 06:38:20.000,24743,0.99
11037,2005-08-02 05:58:12.000,24730,0.99
14029,2005-08-20 21:23:11.000,24724,0.99
11791,2005-08-17 11:01:11.000,24722,0.99
11936,2005-08-17 16:45:34.000,20578,0.99
11945,2005-08-17 17:05:33.000,20579,0.99
15575,2005-08-23 05:30:19.000,24720,0.99
12974,2005-08-19 06:51:02.000,24716,0.99
15116,2005-08-22 12:35:40.000,24712,0.99
13424,2005-08-19 23:10:09.000,24699,0.99
7044,2005-07-27 03:27:29.000,30669,0.99
2017,2005-06-17 12:33:30.000,18176,0.99
3068,2005-06-20 14:02:22.000,18177,0.99
10608,2005-08-01 14:48:41.000,20589,0.99
10705,2005-08-01 18:38:54.000,20590,0.99
6343,2005-07-11 19:51:35.000,30666,0.99
5844,2005-07-10 17:14:43.000,30665,0.99
11005,2005-08-02 05:05:23.000,24697,0.99
5044,2005-07-09 03:30:25.000,30663,0.99
15843,2005-08-23 15:37:31.000,24695,0.99
13430,2005-08-19 23:25:43.000,20596,0.99
13614,2005-08-20 06:28:37.000,20597,0.99
1523,2005-06-16 00:18:40.000,17538,0.99
14126,2005-08-21 01:32:17.000,24690,0.99
13085,2005-08-19 10:28:22.000,24689,0.99
14567,2005-08-21 16:27:25.000,24684,0.99
12229,2005-08-18 03:08:23.000,20603,0.99
12529,2005-08-18 13:53:36.000,20604,0.99
13726,2005-08-20 10:08:40.000,24681,0.99
13565,2005-08-20 04:38:52.000,24680,0.99
13426,2005-08-19 23:15:00.000,24670,0.99
12467,2005-08-18 11:40:09.000,24661,0.99
10567,2005-08-01 13:16:01.000,24659,0.99
10993,2005-08-02 04:45:01.000,20611,0.99
11122,2005-08-02 08:49:09.000,20612,0.99
3113,2005-06-20 17:56:40.000,18183,0.99
14782,2005-08-22 00:17:20.000,24653,0.99
12311,2005-08-18 06:07:00.000,24648,0.99
15672,2005-08-23 09:09:18.000,24642,0.99
12025,2005-08-17 19:59:06.000,24629,0.99
11819,2005-08-17 12:25:17.000,24625,0.99
4792,2005-07-08 16:29:38.000,30662,0.99
3311,2005-06-21 08:05:27.000,18185,0.99
14841,2005-08-22 02:03:30.000,20622,0.99
11807,2005-08-17 11:51:15.000,24612,0.99
10891,2005-08-02 01:09:55.000,24611,0.99
10557,2005-08-01 12:59:24.000,20625,0.99
15412,2005-08-22 23:37:11.000,24599,0.99
12386,2005-08-18 08:45:57.000,24597,0.99
15430,2006-02-14 15:16:03.000,31923,0.99
6990,2005-07-27 01:02:46.000,30658,0.99
9576,2005-07-31 02:52:59.000,30652,0.99
10679,2005-08-01 17:27:58.000,24578,0.99
13117,2005-08-19 11:33:20.000,20633,0.99
15233,2005-08-22 17:41:53.000,24576,0.99
12799,2005-08-19 00:27:01.000,24571,0.99
1411,2005-06-15 17:05:36.000,18189,0.99
8380,2005-07-29 05:31:29.000,30650,0.99
10666,2005-08-01 16:56:36.000,24563,0.99
7954,2005-07-28 13:25:05.000,30649,0.99
15980,2005-08-23 20:10:13.000,24561,0.99
1761,2005-06-16 17:49:57.000,18192,0.99
12836,2005-08-19 01:48:33.000,24557,0.99
