"film_id","title","rental_rate","rank"
814,Snatch Slipper,4.99,1
226,Destiny Saturday,4.99,1
227,Details Packer,4.99,1
805,Sleepless Monsoon,4.99,1
229,Devil Desire,4.99,1
70,Bikini Borrowers,4.99,1
71,Bilko Anonymous,4.99,1
969,West Lion,4.99,1
804,Sleeping Suspects,4.99,1
28,Anthem Luke,4.99,1
74,Birch Antitrust,4.99,1
75,Bird Independence,4.99,1
941,Videotape Arsenic,4.99,1
77,Birds Perdition,4.99,1
239,Dogma Family,4.99,1
2,Ace Goldfinger,4.99,1
803,Slacker Liaisons,4.99,1
801,Sister Freddy,4.99,1
243,Doors President,4.99,1
244,Dorado Notting,4.99,1
798,Silverado Goldfinger,4.99,1
246,Doubtfire Labyrinth,4.99,1
791,Show Lord,4.99,1
248,Dozen Lion,4.99,1
785,Shawshank Bubble,4.99,1
781,Seven Swarm,4.99,1
251,Dragonfly Strangers,4.99,1
938,Velvet Terminator,4.99,1
253,Drifter Commandments,4.99,1
10,Aladdin Calendar,4.99,1
255,Driving Polish,4.99,1
256,Drop Waterfront,4.99,1
780,Sensibility Rear,4.99,1
779,Sense Greek,4.99,1
81,Blindness Gun,4.99,1
260,Dude Blindness,4.99,1
778,Secrets Paradise,4.99,1
777,Secretary Rouge,4.99,1
263,Durham Panky,4.99,1
934,Vanilla Day,4.99,1
776,Secret Groundhog,4.99,1
267,Eagles Panky,4.99,1
268,Early Home,4.99,1
775,Seattle Expecations,4.99,1
771,Scorpion Apollo,4.99,1
271,Easy Gladiator,4.99,1
272,Edge Kissing,4.99,1
769,School Jacket,4.99,1
31,Apache Divine,4.99,1
768,Scarface Bang,4.99,1
276,Element Freddy,4.99,1
277,Elephant Trojan,4.99,1
278,Elf Murder,4.99,1
279,Elizabeth Shane,4.99,1
767,Scalawag Duck,4.99,1
765,Saturn Name,4.99,1
764,Saturday Lambs,4.99,1
763,Satisfaction Confidential,4.99,1
284,Enemy Odds,4.99,1
755,Sabrina Midnight,4.99,1
84,Boiled Dares,4.99,1
749,Rules Human,4.99,1
933,Vampire Whale,4.99,1
289,Eve Resurrection,4.99,1
745,Roses Treasure,4.99,1
739,Rocky War,4.99,1
734,Road Roxanne,4.99,1
86,Boogie Amelie,4.99,1
294,Expecations Natural,4.99,1
731,Right Cranes,4.99,1
929,Usual Untouchables,4.99,1
88,Born Spinal,4.99,1
922,Undefeated Dalmations,4.99,1
725,Requiem Tycoon,4.99,1
300,Falcon Volume,4.99,1
721,Reds Pocus,4.99,1
919,Tycoon Gathering,4.99,1
719,Records Zorro,4.99,1
918,Twisted Pirates,4.99,1
92,Bowfinger Gables,4.99,1
715,Range Moonwalker,4.99,1
307,Fellowship Autumn,4.99,1
93,Brannigan Sunrise,4.99,1
713,Rainbow Shock,4.99,1
310,Fever Empire,4.99,1
711,Raging Airplane,4.99,1
312,Fiddler Lost,4.99,1
313,Fidelity Devil,4.99,1
710,Rage Games,4.99,1
708,Quills Bull,4.99,1
316,Fire Wolves,4.99,1
706,Queen Luke,4.99,1
703,Punk Divorce,4.99,1
32,Apocalypse Flamingos,4.99,1
320,Flamingos Connecticut,4.99,1
321,Flash Wars,4.99,1
95,Breakfast Goldfinger,4.99,1
323,Flight Lies,4.99,1
324,Flintstones Happiness,4.99,1
995,Yentl Idaho,4.99,1
915,Truman Crazy,4.99,1
327,Fool Mockingbird,4.99,1
968,Werewolf Lola,4.99,1
100,Brooklyn Desert,4.99,1
330,Forrester Comancheros,4.99,1
911,Trip Newton,4.99,1
699,Private Drop,4.99,1
102,Bubble Grosse,4.99,1
334,Freddy Storm,4.99,1
695,President Bang,4.99,1
375,Grail Frankenstein,2.99,337
3,Adaptation Holes,2.99,337
4,Affair Prejudice,2.99,337
5,African Egg,2.99,337
6,Agent Truman,2.99,337
9,Alabama Devil,2.99,337
15,Alien Center,2.99,337
16,Alley Evolution,2.99,337
22,Amistad Midsummer,2.99,337
24,Analyze Hoosiers,2.99,337
25,Angels Life,2.99,337
29,Antitrust Tomatoes,2.99,337
30,Anything Savannah,2.99,337
33,Apollo Teen,2.99,337
35,Arachnophobia Rollercoaster,2.99,337
37,Arizona Bang,2.99,337
42,Artist Coldblooded,2.99,337
43,Atlantis Cause,2.99,337
49,Badman Dawn,2.99,337
50,Baked Cleopatra,2.99,337
51,Balloon Homeward,2.99,337
53,Bang Kwai,2.99,337
55,Barbarella Streetcar,2.99,337
56,Barefoot Manchurian,2.99,337
57,Basic Easy,2.99,337
58,Beach Heartbreakers,2.99,337
59,Bear Graceland,2.99,337
62,Bed Highball,2.99,337
67,Berets Agent,2.99,337
69,Beverly Outlaw,2.99,337
72,Bill Others,2.99,337
73,Bingo Talented,2.99,337
78,Blackout Private,2.99,337
80,Blanket Beverly,2.99,337
83,Blues Instinct,2.99,337
94,Braveheart Human,2.99,337
96,Breaking Home,2.99,337
99,Bringing Hysterical,2.99,337
104,Bugsy Song,2.99,337
106,Bulworth Commandments,2.99,337
107,Bunch Minds,2.99,337
115,Campus Remember,2.99,337
116,Candidate Perdition,2.99,337
121,Carol Texas,2.99,337
125,Cassidy Wyoming,2.99,337
129,Cause Date,2.99,337
135,Chance Resurrection,2.99,337
154,Clash Freddy,2.99,337
136,Chaplin License,2.99,337
137,Charade Duffel,2.99,337
138,Chariots Conspiracy,2.99,337
146,Chitty Lock,2.99,337
148,Chocolate Duck,2.99,337
150,Cider Desire,2.99,337
152,Circus Youth,2.99,337
158,Clones Pinocchio,2.99,337
162,Clueless Bucket,2.99,337
184,Core Suit,2.99,337
166,Color Philadelphia,2.99,337
169,Comforts Rush,2.99,337
175,Confused Candles,2.99,337
180,Conspiracy Spirit,2.99,337
181,Contact Anonymous,2.99,337
185,Cowboy Doom,2.99,337
187,Cranes Reservoir,2.99,337
188,Crazy Home,2.99,337
193,Crossroads Casualties,2.99,337
197,Crusade Honey,2.99,337
198,Crystal Breaking,2.99,337
199,Cupboard Sinners,2.99,337
201,Cyclone Family,2.99,337
208,Dares Pluto,2.99,337
209,Darkness War,2.99,337
220,Deer Virginian,2.99,337
223,Desire Alien,2.99,337
230,Diary Panic,2.99,337
231,Dinosaur Secretary,2.99,337
232,Dirty Ace,2.99,337
234,Disturbing Scarface,2.99,337
235,Divide Monster,2.99,337
236,Divine Resurrection,2.99,337
237,Divorce Shining,2.99,337
238,Doctor Grail,2.99,337
240,Dolls Rage,2.99,337
252,Dream Pickup,2.99,337
254,Driver Annie,2.99,337
259,Duck Racer,2.99,337
264,Dwarfs Alter,2.99,337
274,Egg Igby,2.99,337
286,Enough Raging,2.99,337
288,Escape Metropolis,2.99,337
293,Exorcist Sting,2.99,337
296,Express Lonely,2.99,337
297,Extraordinary Conquerer,2.99,337
298,Eyes Driving,2.99,337
302,Fantasia Park,2.99,337
304,Fargo Gandhi,2.99,337
305,Fatal Haunted,2.99,337
308,Ferris Mother,2.99,337
319,Fish Opus,2.99,337
322,Flatliners Killer,2.99,337
325,Floats Garden,2.99,337
326,Flying Hook,2.99,337
328,Forever Candidate,2.99,337
329,Forrest Sons,2.99,337
331,Forward Temple,2.99,337
333,Freaky Pocus,2.99,337
337,Frida Slipper,2.99,337
343,Full Flatliners,2.99,337
349,Gangs Pride,2.99,337
351,Gaslight Crusade,2.99,337
353,Gentlemen Stage,2.99,337
356,Giant Troopers,2.99,337
361,Gleaming Jawbreaker,2.99,337
362,Glory Tracy,2.99,337
364,Godfather Diary,2.99,337
368,Gone Trouble,2.99,337
370,Gorgeous Bingo,2.99,337
373,Graduate Lord,2.99,337
378,Greatest North,2.99,337
380,Greek Everyone,2.99,337
389,Gunfighter Mussolini,2.99,337
391,Half Outfield,2.99,337
393,Halloween Nuts,2.99,337
394,Hamlet Wisdom,2.99,337
449,Identity Lover,2.99,337
397,Hanky October,2.99,337
399,Happiness United,2.99,337
400,Hardly Robbers,2.99,337
410,Heaven Freedom,2.99,337
413,Hedwig Alter,2.99,337
414,Hellfighters Sierra,2.99,337
415,High Encino,2.99,337
419,Hocus Frida,2.99,337
428,Homicide Peach,2.99,337
450,Idols Snatchers,2.99,337
431,Hoosiers Birdcage,2.99,337
432,Hope Tootsie,2.99,337
433,Horn Working,2.99,337
437,House Dynamite,2.99,337
438,Human Graffiti,2.99,337
441,Hunter Alter,2.99,337
442,Hunting Musketeers,2.99,337
443,Hurricane Affair,2.99,337
445,Hyde Doctor,2.99,337
447,Ice Crossing,2.99,337
448,Idaho Love,2.99,337
453,Image Princess,2.99,337
462,Insider Arizona,2.99,337
463,Instinct Airport,2.99,337
464,Intentions Empire,2.99,337
468,Invasion Cyclone,2.99,337
471,Island Exorcist,2.99,337
473,Jacket Frisco,2.99,337
474,Jade Bunch,2.99,337
476,Jason Trap,2.99,337
478,Jaws Harry,2.99,337
480,Jeepers Wedding,2.99,337
481,Jekyll Frogmen,2.99,337
483,Jericho Mulan,2.99,337
484,Jerk Paycheck,2.99,337
490,Jumanji Blade,2.99,337
495,Kentuckian Giant,2.99,337
498,Killer Innocent,2.99,337
502,Knock Warlock,2.99,337
503,Kramer Chocolate,2.99,337
505,Labyrinth League,2.99,337
513,Leathernecks Dwarfs,2.99,337
514,Lebowski Soldiers,2.99,337
519,Liberty Magnificent,2.99,337
520,License Weekend,2.99,337
522,Life Twisted,2.99,337
526,Lock Rear,2.99,337
528,Lolita World,2.99,337
529,Lonely Elephant,2.99,337
530,Lord Arizona,2.99,337
533,Lost Bird,2.99,337
536,Lovely Jingle,2.99,337
537,Lover Truman,2.99,337
539,Luck Opus,2.99,337
540,Lucky Flying,2.99,337
541,Luke Mummy,2.99,337
561,Mask Peach,2.99,337
542,Lust Lock,2.99,337
544,Madison Trap,2.99,337
546,Madre Gables,2.99,337
548,Magnificent Chitty,2.99,337
550,Maguire Apache,2.99,337
554,Malkovich Pet,2.99,337
557,Manchurian Curtain,2.99,337
558,Mannequin Worst,2.99,337
559,Married Go,2.99,337
564,Massage Image,2.99,337
567,Meet Chocolate,2.99,337
569,Menagerie Rushmore,2.99,337
571,Metal Armageddon,2.99,337
572,Metropolis Coma,2.99,337
573,Microcosmos Paradise,2.99,337
576,Mighty Luck,2.99,337
582,Miracle Virtual,2.99,337
584,Mixed Doors,2.99,337
590,Money Harold,2.99,337
592,Monster Spartacus,2.99,337
605,Mulholland Beast,2.99,337
608,Murder Antitrust,2.99,337
609,Muscle Bright,2.99,337
612,Mussolini Spoilers,2.99,337
615,Nash Chocolat,2.99,337
616,National Story,2.99,337
620,Nemo Campus,2.99,337
621,Network Peak,2.99,337
626,Noon Papi,2.99,337
628,Northwest Polish,2.99,337
638,Operation Operation,2.99,337
642,Order Betrayed,2.99,337
643,Orient Closer,2.99,337
644,Oscar Gold,2.99,337
645,Others Soup,2.99,337
649,Oz Liaisons,2.99,337
657,Paradise Sabrina,2.99,337
658,Paris Weekend,2.99,337
660,Party Knock,2.99,337
664,Patriot Roman,2.99,337
665,Patton Interview,2.99,337
667,Peach Innocent,2.99,337
669,Pearl Destiny,2.99,337
672,Perfect Groove,2.99,337
675,Phantom Glory,2.99,337
678,Pickup Driving,2.99,337
679,Pilot Hoosiers,2.99,337
684,Pizza Jumanji,2.99,337
689,Pollock Deliverance,2.99,337
690,Pond Seattle,2.99,337
692,Potluck Mixed,2.99,337
693,Potter Connecticut,2.99,337
698,Princess Giant,2.99,337
700,Prix Undefeated,2.99,337
701,Psycho Shrunk,2.99,337
702,Pulp Beverly,2.99,337
704,Pure Runner,2.99,337
705,Purple Movie,2.99,337
707,Quest Mussolini,2.99,337
709,Racer Egg,2.99,337
714,Random Go,2.99,337
716,Reap Unfaithful,2.99,337
720,Redemption Comforts,2.99,337
723,Reign Gentlemen,2.99,337
724,Remember Diary,2.99,337
726,Reservoir Adaptation,2.99,337
729,Rider Caddyshack,2.99,337
735,Robbers Joon,2.99,337
740,Rollercoaster Bringing,2.99,337
754,Rushmore Mermaid,2.99,337
756,Saddle Antitrust,2.99,337
757,Sagebrush Clueless,2.99,337
758,Saints Bride,2.99,337
759,Salute Apollo,2.99,337
760,Samurai Lion,2.99,337
761,Santa Paris,2.99,337
770,Scissorhands Slums,2.99,337
788,Ship Wonderland,2.99,337
772,Sea Virgin,2.99,337
773,Seabiscuit Punk,2.99,337
774,Searchers Wait,2.99,337
782,Shakespeare Saddle,2.99,337
783,Shane Darkness,2.99,337
784,Shanghai Tycoon,2.99,337
789,Shock Cabin,2.99,337
792,Shrek License,2.99,337
793,Shrunk Divine,2.99,337
800,Sinners Atlantis,2.99,337
802,Sky Miracle,2.99,337
806,Sleepy Japanese,2.99,337
811,Smile Earring,2.99,337
815,Snatchers Montezuma,2.99,337
820,Sons Interview,2.99,337
823,South Wait,2.99,337
825,Speakeasy Date,2.99,337
828,Spiking Element,2.99,337
829,Spinal Rocky,2.99,337
835,Spy Mile,2.99,337
836,Squad Fish,2.99,337
837,Stage World,2.99,337
841,Star Operation,2.99,337
842,State Wasteland,2.99,337
847,Stock Glass,2.99,337
857,Strictly Scarface,2.99,337
869,Suspects Quills,2.99,337
872,Sweet Brotherhood,2.99,337
874,Tadpole Park,2.99,337
876,Tarzan Videotape,2.99,337
880,Telemark Heartbreakers,2.99,337
895,Tomorrow Hustler,2.99,337
900,Town Ark,2.99,337
912,Trojan Tomorrow,2.99,337
914,Trouble Date,2.99,337
916,Turn Star,2.99,337
917,Tuxedo Mile,2.99,337
921,Uncut Suicides,2.99,337
923,Unfaithful Kill,2.99,337
926,Untouchables Sunrise,2.99,337
927,Uprising Uptown,2.99,337
928,Uptown Young,2.99,337
930,Vacation Boondock,2.99,337
936,Vanishing Rocky,2.99,337
937,Varsity Trip,2.99,337
939,Vertigo Northwest,2.99,337
952,Wagon Jaws,2.99,337
958,Wardrobe Phantom,2.99,337
959,Warlock Werewolf,2.99,337
960,Wars Pluto,2.99,337
962,Wasteland Divine,2.99,337
967,Weekend Personal,2.99,337
975,Willow Tracy,2.99,337
977,Window Side,2.99,337
983,Won Dares,2.99,337
984,Wonderful Drop,2.99,337
986,Wonka Sea,2.99,337
987,Words Hunter,2.99,337
988,Worker Tarzan,2.99,337
991,Worst Banger,2.99,337
993,Wrong Behavior,2.99,337
999,Zoolander Fiction,2.99,337
376,Grapes Fury,0.99,660
899,Towers Hurricane,0.99,660
374,Graffiti Love,0.99,660
367,Goldmine Tycoon,0.99,660
663,Patient Sister,0.99,660
26,Annie Identity,0.99,660
901,Tracy Cider,0.99,660
366,Goldfinger Sensibility,0.99,660
111,Caddyshack Jedi,0.99,660
363,Go Purple,0.99,660
110,Cabin Flash,0.99,660
360,Glass Dying,0.99,660
358,Gilmore Boiled,0.99,660
109,Butterfly Chocolat,0.99,660
673,Personal Ladybugs,0.99,660
674,Pet Haunting,0.99,660
108,Butch Panther,0.99,660
357,Gilbert Pelican,0.99,660
677,Pianist Outfield,0.99,660
906,Tramp Others,0.99,660
907,Translation Summer,0.99,660
355,Ghostbusters Elf,0.99,660
681,Pirates Roxanne,0.99,660
352,Gathering Calendar,0.99,660
348,Gandhi Kwai,0.99,660
105,Bull Shawshank,0.99,660
345,Gables Metropolis,0.99,660
344,Fury Murder,0.99,660
687,Pocus Pulp,0.99,660
688,Polish Brooklyn,0.99,660
909,Treasure Command,0.99,660
910,Treatment Jekyll,0.99,660
341,Frost Head,0.99,660
101,Brotherhood Blanket,0.99,660
23,Anaconda Confessions,0.99,660
339,Frogmen Breaking,0.99,660
335,Freedom Cleopatra,0.99,660
696,Pride Alamo,0.99,660
697,Primary Glass,0.99,660
913,Troopers Metal,0.99,660
332,Frankenstein Stranger,0.99,660
19,Amadeus Holy,0.99,660
97,Bride Intrigue,0.99,660
974,Wild Apollo,0.99,660
318,Firehouse Vietnam,0.99,660
998,Zhivago Core,0.99,660
91,Bound Cheaper,0.99,660
317,Fireball Philadelphia,0.99,660
90,Boulevard Mob,0.99,660
315,Finding Anaconda,0.99,660
920,Unbreakable Karate,0.99,660
314,Fight Jawbreaker,0.99,660
311,Fiction Christmas,0.99,660
712,Raiders Antitrust,0.99,660
309,Feud Frogmen,0.99,660
976,Wind Phantom,0.99,660
306,Feathers Metal,0.99,660
89,Borrowers Bedazzled,0.99,660
717,Rear Trading,0.99,660
718,Rebel Airport,0.99,660
303,Fantasy Troopers,0.99,660
992,Wrath Mile,0.99,660
301,Family Sweet,0.99,660
722,Reef Salute,0.99,660
924,Unforgiven Zoolander,0.99,660
925,United Pilot,0.99,660
299,Factory Dragon,0.99,660
978,Wisdom Worker,0.99,660
727,Resurrection Silverado,0.99,660
728,Reunion Witches,0.99,660
18,Alter Victory,0.99,660
730,Ridgemont Submarine,0.99,660
295,Expendable Stallion,0.99,660
732,Rings Heartbreakers,0.99,660
733,River Outlaw,0.99,660
292,Excitement Eve,0.99,660
17,Alone Trip,0.99,660
736,Robbery Bright,0.99,660
737,Rock Instinct,0.99,660
738,Rocketeer Mother,0.99,660
291,Evolution Alter,0.99,660
87,Boondock Ballroom,0.99,660
741,Roman Punk,0.99,660
742,Roof Champion,0.99,660
743,Room Roman,0.99,660
744,Roots Remember,0.99,660
290,Everyone Craft,0.99,660
746,Rouge Squad,0.99,660
747,Roxanne Rebel,0.99,660
748,Rugrats Shakespeare,0.99,660
287,Entrapment Satisfaction,0.99,660
750,Run Pacific,0.99,660
751,Runaway Tenenbaums,0.99,660
752,Runner Madigan,0.99,660
981,Wolves Desire,0.99,660
285,English Bulworth,0.99,660
931,Valentine Vanishing,0.99,660
932,Valley Packer,0.99,660
85,Bonnie Holocaust,0.99,660
82,Blood Argonauts,0.99,660
935,Vanished Garden,0.99,660
982,Women Dorado,0.99,660
762,Sassy Packer,0.99,660
283,Ending Crowds,0.99,660
282,Encounters Curtain,0.99,660
281,Encino Elf,0.99,660
766,Savannah Town,0.99,660
280,Empire Malkovich,0.99,660
275,Egypt Tenenbaums,0.99,660
273,Effect Gladiator,0.99,660
1,Academy Dinosaur,0.99,660
79,Blade Polish,0.99,660
270,Earth Vision,0.99,660
12,Alaska Phantom,0.99,660
940,Victory Academy,0.99,660
76,Birdcage Casper,0.99,660
269,Earring Instinct,0.99,660
266,Dynamite Tarzan,0.99,660
262,Dumbo Lust,0.99,660
261,Duffel Apocalypse,0.99,660
258,Drums Dynamite,0.99,660
257,Drumline Cyclone,0.99,660
250,Dragon Squad,0.99,660
942,Vietnam Smoochy,0.99,660
66,Beneath Rush,0.99,660
64,Beethoven Exorcist,0.99,660
249,Dracula Crystal,0.99,660
786,Shepherd Midsummer,0.99,660
787,Shining Roses,0.99,660
945,Virginian Pluto,0.99,660
790,Shootist Superfly,0.99,660
247,Downhill Enough,0.99,660
63,Bedazzled Married,0.99,660
947,Vision Torque,0.99,660
794,Side Ark,0.99,660
795,Siege Madre,0.99,660
796,Sierra Divide,0.99,660
797,Silence Kane,0.99,660
245,Double Wrath,0.99,660
799,Simon North,0.99,660
948,Voice Peach,0.99,660
242,Doom Dancing,0.99,660
949,Volcano Texas,0.99,660
241,Donnie Alley,0.99,660
233,Disciple Mother,0.99,660
228,Detective Vision,0.99,660
54,Banger Pinocchio,0.99,660
807,Sleuth Orient,0.99,660
808,Sling Luke,0.99,660
809,Slipper Fidelity,0.99,660
810,Slums Duck,0.99,660
951,Voyage Legally,0.99,660
812,Smoking Barbarella,0.99,660
813,Smoochy Control,0.99,660
225,Destination Jerk,0.99,660
14,Alice Fantasia,0.99,660
816,Snowman Rollercoaster,0.99,660
221,Deliverance Mulholland,0.99,660
218,Deceiver Betrayed,0.99,660
819,Song Hedwig,0.99,660
953,Wait Cider,0.99,660
821,Sorority Queen,0.99,660
822,Soup Wisdom,0.99,660
52,Ballroom Mockingbird,0.99,660
206,Dancing Fever,0.99,660
41,Arsenic Independence,0.99,660
205,Dances None,0.99,660
204,Dalmations Sweden,0.99,660
40,Army Flintstones,0.99,660
39,Armageddon Lost,0.99,660
830,Spirit Flintstones,0.99,660
831,Spirited Casualties,0.99,660
832,Splash Gump,0.99,660
833,Splendor Patton,0.99,660
834,Spoilers Hellfighters,0.99,660
11,Alamo Videotape,0.99,660
996,Young Language,0.99,660
997,Youth Kick,0.99,660
200,Curtain Videotape,0.99,660
839,Stallion Sundance,0.99,660
840,Stampede Disturbing,0.99,660
38,Ark Ridgemont,0.99,660
497,Kill Brotherhood,0.99,660
213,Date Speed,0.99,660
196,Cruelty Unforgiven,0.99,660
504,Kwai Homeward,0.99,660
